example_id,data_split,seed,candidate_library,scheduler,schedule_id,schedule,score_random,score_confidence,score_entropy,score_dependency,score_dprm_itemwise,score_diag_um,score_projection,score_residualized,score_budgeted,actual_response_power,actual_terminal_gain,frontier_width_histogram,gamma_pinv,gamma_ridge,gram_delta,ridge_multiplier,used_pinv,adaptation_terminal_labels,width_weight_source
s0-i13,held_out,0,oracle,random_balanced,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,confidence,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,entropy,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,dependency_cmi,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,min_within_batch_tc,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,dprm_myopic,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,dprm_rollout,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,subset_exact,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,subset_beam_8,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
s0-i13,held_out,0,oracle,subset_beam_32,54a0dc573c0908b1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",0.15169790814761877,-0.0,0.0,-5.654696350927353e-15,,0.0,9.752777166008176,9.752777166008176,0.15169790814761877,0.5222734691554136,0.0,"{""2"": 11}",9.752777166008176,9.752142829704756,5.844584637614387,1e-05,True,40,development_isotonic_frozen
