example_id,seed,schedule_id,schedule,scheduler,score_diag_um,score_projection,score_residualized,score_budgeted,actual_response_power,actual_terminal_gain,frontier_width_histogram
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",random_balanced,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",confidence,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",entropy,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dependency_cmi,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",min_within_batch_tc,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_exact,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_beam_8,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_beam_32,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",saps_diagonal,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",p_saps_residualized,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",p_saps_projection,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",random_balanced,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",confidence,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",entropy,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dependency_cmi,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",min_within_batch_tc,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_exact,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_beam_8,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_beam_32,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",saps_diagonal,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",p_saps_residualized,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",p_saps_projection,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",random_balanced,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",confidence,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",entropy,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dependency_cmi,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",min_within_batch_tc,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_exact,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_beam_8,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",subset_beam_32,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",saps_diagonal,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",p_saps_residualized,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",p_saps_projection,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,2516301160cf1942,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",random_balanced,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,98fe626c543ce1ac,"[[0, 5, 6, 7, 9, 11], [1, 2, 3, 4, 8, 10]]",confidence,1.0,1.0,1.0,0.019933243911272918,9.134175264735195,3.0222798124487404,"{""1"": 12}"
s0-i0,0,98fe626c543ce1ac,"[[0, 5, 6, 7, 9, 11], [1, 2, 3, 4, 8, 10]]",entropy,1.0,1.0,1.0,0.019933243911272918,9.134175264735195,3.0222798124487404,"{""1"": 12}"
s0-i0,0,66a5378658d6dc3b,"[[0, 1, 2, 3, 8, 11], [4, 5, 6, 7, 9, 10]]",dependency_cmi,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,54479e61c8474345,"[[1, 6, 8, 9, 10, 11], [0, 2, 3, 4, 5, 7]]",min_within_batch_tc,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,65cd73210213c5d5,"[[0, 1, 2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,65cd73210213c5d5,"[[0, 1, 2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_exact,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_beam_8,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_beam_32,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",saps_diagonal,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",p_saps_residualized,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",p_saps_projection,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",random_balanced,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,98fe626c543ce1ac,"[[0, 5, 6, 7, 9, 11], [1, 2, 3, 4, 8, 10]]",confidence,1.0,1.0,1.0,0.09832187834349396,2.6939936962466735,1.641338994920511,"{""1"": 12}"
s0-i0,0,98fe626c543ce1ac,"[[0, 5, 6, 7, 9, 11], [1, 2, 3, 4, 8, 10]]",entropy,1.0,1.0,1.0,0.09832187834349396,2.6939936962466735,1.641338994920511,"{""1"": 12}"
s0-i0,0,66a5378658d6dc3b,"[[0, 1, 2, 3, 8, 11], [4, 5, 6, 7, 9, 10]]",dependency_cmi,1.0,1.0,1.0,0.09832187834349396,0.0,0.0,"{""1"": 12}"
s0-i0,0,54479e61c8474345,"[[1, 6, 8, 9, 10, 11], [0, 2, 3, 4, 5, 7]]",min_within_batch_tc,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,65cd73210213c5d5,"[[0, 1, 2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.09832187834349396,0.0,0.0,"{""1"": 12}"
s0-i0,0,65cd73210213c5d5,"[[0, 1, 2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.09832187834349396,0.0,0.0,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_exact,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_beam_8,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_beam_32,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",saps_diagonal,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",p_saps_residualized,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",p_saps_projection,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.09832187834349396,0.4255264867079676,0.6523239124146589,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",random_balanced,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,98fe626c543ce1ac,"[[0, 5, 6, 7, 9, 11], [1, 2, 3, 4, 8, 10]]",confidence,1.0,1.0,1.0,0.28466967854505804,0.2547126324206523,-0.5046906304070369,"{""1"": 12}"
s0-i0,0,98fe626c543ce1ac,"[[0, 5, 6, 7, 9, 11], [1, 2, 3, 4, 8, 10]]",entropy,1.0,1.0,1.0,0.28466967854505804,0.2547126324206523,-0.5046906304070369,"{""1"": 12}"
s0-i0,0,66a5378658d6dc3b,"[[0, 1, 2, 3, 8, 11], [4, 5, 6, 7, 9, 10]]",dependency_cmi,1.0,1.0,1.0,0.28466967854505804,2.5219866155589648,1.5880763884520683,"{""1"": 12}"
s0-i0,0,54479e61c8474345,"[[1, 6, 8, 9, 10, 11], [0, 2, 3, 4, 5, 7]]",min_within_batch_tc,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,65cd73210213c5d5,"[[0, 1, 2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.28466967854505804,8.370830703870032,2.893238791366871,"{""1"": 12}"
s0-i0,0,65cd73210213c5d5,"[[0, 1, 2, 3, 4, 5], [6, 7, 8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.28466967854505804,8.370830703870032,2.893238791366871,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_exact,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_beam_8,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",subset_beam_32,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",saps_diagonal,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",p_saps_residualized,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",p_saps_projection,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,d03ca3a4cab186b0,"[[0, 2, 5, 6, 8, 9], [1, 3, 4, 7, 10, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.28466967854505804,1.0345313529893054,-1.0171191439498646,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",random_balanced,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,7800d4694add3068,"[[6, 7, 9, 11], [0, 3, 5, 10], [1, 2, 4, 8]]",confidence,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,5be313ecd234ef83,"[[5, 7, 9, 11], [0, 6, 8, 10], [1, 2, 3, 4]]",entropy,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,647e92db1e59c96b,"[[1, 2, 3, 8], [0, 5, 6, 7], [4, 9, 10, 11]]",dependency_cmi,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,b9c249e95a5579c4,"[[0, 1, 2, 7], [6, 8, 9, 10], [3, 4, 5, 11]]",min_within_batch_tc,1.0,1.0,1.0,0.019933243911272918,0.0,0.0,"{""1"": 12}"
s0-i0,0,50e10ab5b359ad31,"[[0, 1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,50e10ab5b359ad31,"[[0, 1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_exact,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_beam_8,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_beam_32,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",saps_diagonal,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",p_saps_residualized,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",p_saps_projection,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.019933243911272918,6.613624818871097,2.571696875386191,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",random_balanced,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,7800d4694add3068,"[[6, 7, 9, 11], [0, 3, 5, 10], [1, 2, 4, 8]]",confidence,1.0,1.0,1.0,0.09832187834349396,0.1982013699522288,0.44519812438085227,"{""1"": 12}"
s0-i0,0,5be313ecd234ef83,"[[5, 7, 9, 11], [0, 6, 8, 10], [1, 2, 3, 4]]",entropy,1.0,1.0,1.0,0.09832187834349396,0.0,0.0,"{""1"": 12}"
s0-i0,0,647e92db1e59c96b,"[[1, 2, 3, 8], [0, 5, 6, 7], [4, 9, 10, 11]]",dependency_cmi,1.0,1.0,1.0,0.09832187834349396,3.7305512845510096,-1.9314635084699399,"{""1"": 12}"
s0-i0,0,b9c249e95a5579c4,"[[0, 1, 2, 7], [6, 8, 9, 10], [3, 4, 5, 11]]",min_within_batch_tc,1.0,1.0,1.0,0.09832187834349396,0.0,0.0,"{""1"": 12}"
s0-i0,0,50e10ab5b359ad31,"[[0, 1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.09832187834349396,0.0,0.0,"{""1"": 12}"
s0-i0,0,50e10ab5b359ad31,"[[0, 1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.09832187834349396,0.0,0.0,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_exact,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_beam_8,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_beam_32,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",saps_diagonal,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",p_saps_residualized,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",p_saps_projection,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",b_saps_budgeted,1.0,1.0,1.0,0.09832187834349396,3.48784594330334,1.8675775601841387,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",random_balanced,1.0,1.0,1.0,0.28466967854505804,0.26254108415980193,0.5123876307638602,"{""1"": 12}"
s0-i0,0,7800d4694add3068,"[[6, 7, 9, 11], [0, 3, 5, 10], [1, 2, 4, 8]]",confidence,1.0,1.0,1.0,0.28466967854505804,0.0,0.0,"{""1"": 12}"
s0-i0,0,5be313ecd234ef83,"[[5, 7, 9, 11], [0, 6, 8, 10], [1, 2, 3, 4]]",entropy,1.0,1.0,1.0,0.28466967854505804,1.998380635568492,-1.4136409146485864,"{""1"": 12}"
s0-i0,0,647e92db1e59c96b,"[[1, 2, 3, 8], [0, 5, 6, 7], [4, 9, 10, 11]]",dependency_cmi,1.0,1.0,1.0,0.28466967854505804,2.722107585247605,1.649881082153379,"{""1"": 12}"
s0-i0,0,b9c249e95a5579c4,"[[0, 1, 2, 7], [6, 8, 9, 10], [3, 4, 5, 11]]",min_within_batch_tc,1.0,1.0,1.0,0.28466967854505804,0.08296891903514236,0.28804325896493804,"{""1"": 12}"
s0-i0,0,50e10ab5b359ad31,"[[0, 1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",dprm_myopic,1.0,1.0,1.0,0.28466967854505804,5.413735162430216,2.3267434672585234,"{""1"": 12}"
s0-i0,0,50e10ab5b359ad31,"[[0, 1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",dprm_rollout,1.0,1.0,1.0,0.28466967854505804,5.413735162430216,2.3267434672585234,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_exact,1.0,1.0,1.0,0.28466967854505804,0.26254108415980193,0.5123876307638602,"{""1"": 12}"
s0-i0,0,1fae707c58fa8624,"[[0, 5, 6, 9], [2, 7, 8, 10], [1, 3, 4, 11]]",subset_beam_8,1.0,1.0,1.0,0.28466967854505804,0.26254108415980193,0.5123876307638602,"{""1"": 12}"
