example_id,seed,schedule_id,schedule,scheduler,score_diag_um,score_projection,score_residualized,score_budgeted,actual_response_power,actual_terminal_gain,frontier_width_histogram
s1-i12,1,21257768333a6d3b,"[[7, 8, 11], [1, 3, 9], [5, 6, 10], [0, 2, 4]]",random_balanced,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,0.0,0.0,"{""1"": 12}"
s1-i12,1,4500ac8ba9c11534,"[[0, 2, 7], [3, 8, 11], [1, 4, 10], [5, 6, 9]]",confidence,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,1.097011719987795,1.0473832727267487,"{""1"": 12}"
s1-i12,1,9685dc54f956f67e,"[[0, 2, 3], [1, 7, 10], [5, 8, 11], [4, 6, 9]]",entropy,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,1.0334078000513016,-1.0165666727034197,"{""1"": 12}"
s1-i12,1,d56d4aca81ea4b54,"[[0, 1, 3], [2, 4, 7], [5, 6, 8], [9, 10, 11]]",dependency_cmi,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,0.0,0.0,"{""1"": 12}"
s1-i12,1,c0013949d594c402,"[[0, 1, 3], [2, 8, 9], [6, 10, 11], [4, 5, 7]]",min_within_batch_tc,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,3.0352459994699372,-1.7421957408597741,"{""1"": 12}"
s1-i12,1,8f058866e4ab3ff8,"[[0, 1, 2], [3, 4, 5], [6, 7, 8], [9, 10, 11]]",dprm_myopic,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,0.0009496628369978122,0.030816600023328533,"{""1"": 12}"
s1-i12,1,8f058866e4ab3ff8,"[[0, 1, 2], [3, 4, 5], [6, 7, 8], [9, 10, 11]]",dprm_rollout,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,0.0009496628369978122,0.030816600023328533,"{""1"": 12}"
s1-i12,1,21257768333a6d3b,"[[7, 8, 11], [1, 3, 9], [5, 6, 10], [0, 2, 4]]",subset_exact,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,0.0,0.0,"{""1"": 12}"
s1-i12,1,21257768333a6d3b,"[[7, 8, 11], [1, 3, 9], [5, 6, 10], [0, 2, 4]]",subset_beam_8,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,0.0,0.0,"{""1"": 12}"
s1-i12,1,21257768333a6d3b,"[[7, 8, 11], [1, 3, 9], [5, 6, 10], [0, 2, 4]]",subset_beam_32,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019933243911272918,0.0,0.0,"{""1"": 12}"
